age;workclass;final_weight;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country;class
31,34;Private;117963;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
25,29;Private;38918;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;*;>50K
25,29;Private;149324;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;1485;40;*;>50K
25,29;Private;224215;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;*;>50K
25,29;Private;238964;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;60;*;>50K
25,29;Private;222539;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;*;>50K
25,29;Private;535978;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;*;>50K
25,29;Private;156257;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;60;*;>50K
25,29;Private;173992;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;45;*;>50K
30,31;Private;207201;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
30,31;Private;159187;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
30,31;Private;226443;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;55;United-States;>50K
30,31;Private;196385;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;45;United-States;>50K
30,31;Private;231413;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
30,31;Private;240771;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;4386;0;50;United-States;>50K
30,31;Private;308540;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
30,31;Private;172304;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;United-States;>50K
30,31;Private;191834;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
33,34;Private;198003;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;7298;0;50;United-States;>50K
33,34;Private;260782;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;41;United-States;>50K
33,34;Private;201122;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;48;United-States;>50K
33,34;Private;35644;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
33,34;Private;155151;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
33,34;Private;160634;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
33,34;Private;176992;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
33,34;Private;173495;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;48;United-States;>50K
33,34;Private;192900;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
33,34;Private;177437;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;15024;0;45;United-States;>50K
33,34;Private;263561;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;60;United-States;>50K
35,37;Private;308691;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;45;United-States;>50K
35,37;Private;135289;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;48;United-States;>50K
35,37;Private;125933;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;United-States;>50K
35,37;Private;186808;Bachelors;13;Married-civ-spouse;Craft-repair;Own-child;White;Male;0;0;40;United-States;>50K
35,37;Private;241998;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;United-States;>50K
35,37;Private;192939;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
35,36;Private;183892;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;7298;0;44;North America;>50K
35,36;Private;320811;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;North America;>50K
35,36;Private;152621;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;North America;>50K
35,36;Private;415578;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;North America;>50K
35,36;Private;77820;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;North America;>50K
35,36;Private;454843;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;North America;>50K
35,36;Private;153066;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;North America;>50K
35,36;Private;105803;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;North America;>50K
35,36;Private;61778;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;60;North America;>50K
35,36;Private;334291;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;1887;40;North America;>50K
37;Private;213841;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;United-States;>50K
37;Private;161141;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
37;Private;287031;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;5178;0;75;United-States;>50K
37;Private;176967;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;United-States;>50K
37;Private;73715;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
37;Private;208358;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
37;Private;199753;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;35;United-States;>50K
37;Private;377798;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;3103;0;40;United-States;>50K
24,27;Private;169662;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;42;United-States;>50K
24,27;Private;167761;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
24,27;Private;199224;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;>50K
24,27;Private;359828;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;44;United-States;>50K
24,27;Private;122175;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;>50K
24,27;Private;306908;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;>50K
24,27;Private;402998;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;58;United-States;>50K
28,29;Private;114224;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
28,29;Private;114967;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
28,29;Private;130856;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
28,29;Private;67218;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
28,29;Private;133937;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
28,29;Private;138692;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;1887;40;United-States;>50K
28,29;Private;444304;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
30;Private;55291;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
30;Private;129707;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;99999;0;35;United-States;>50K
30;Private;185027;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
30;Private;93884;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;>50K
30;Private;159187;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;1902;55;United-States;>50K
30;Private;196385;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;15024;0;35;United-States;>50K
30;Private;108247;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
30;Private;159589;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;50;United-States;>50K
31;Private;168387;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;40;North America;>50K
31;Private;110643;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;North America;>50K
31;Private;19302;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;North America;>50K
31;Private;159123;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;60;North America;>50K
31;Private;144949;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;North America;>50K
32;Private;312667;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;15024;0;50;United-States;>50K
32;Private;134737;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;99999;0;50;United-States;>50K
32;Private;396745;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;2415;48;United-States;>50K
32;Private;204742;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
32;Private;212276;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;60;United-States;>50K
33;Private;169879;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;3103;0;47;United-States;>50K
33;Private;56701;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;15024;0;75;United-States;>50K
33;Private;209768;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
33;Private;159247;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
33;Private;255334;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;25;United-States;>50K
33;Private;150570;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;3103;0;43;United-States;>50K
33;Private;193285;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;38;United-States;>50K
33;Private;162572;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;99999;0;40;United-States;>50K
33;Private;246038;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
33;Private;178429;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
33;Private;709798;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;60;United-States;>50K
27,33;Private;164190;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;*;>50K
27,33;Private;234664;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
27,33;Private;157778;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;25;*;>50K
27,33;Private;221366;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;3103;0;50;*;>50K
27,33;Private;155057;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;*;>50K
27,33;Private;19302;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;40;*;>50K
27,33;Private;405913;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
27,33;Private;127451;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;38;*;>50K
34;Private;108116;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;*;>50K
34;Private;203408;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;50;*;>50K
34;Private;213226;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
34;Private;223212;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;1848;40;*;>50K
34;Private;146161;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;60;*;>50K
34;Private;204461;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;55;*;>50K
34;Private;97723;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
34;Private;737315;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
34;Private;150324;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
34;Private;153326;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
34;Private;303867;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
34;Private;230246;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;42;*;>50K
35;Private;185325;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;*;>50K
35;Private;255191;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;*;>50K
35;Private;107125;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;16;*;>50K
35;Private;105813;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;48;*;>50K
36;Private;156667;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;1902;50;*;>50K
36;Private;354078;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;60;*;>50K
36;Private;131239;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;3103;0;45;*;>50K
36;Private;398931;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;1485;50;*;>50K
36;Private;210945;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
36;Private;190759;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;*;>50K
36;Private;111128;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;48;*;>50K
36;Private;198237;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;15024;0;50;*;>50K
36;Private;136343;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
36;Private;173542;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
36;Private;174717;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;40;*;>50K
36;Private;226947;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;*;>50K
36;Private;174938;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;1887;50;*;>50K
36;Private;218490;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;*;>50K
36;Private;237943;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;1977;45;*;>50K
37;Private;183800;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;50;United-States;>50K
37;Private;305597;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;>50K
37;Private;343721;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
37;Private;107737;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;55;United-States;>50K
37;Private;241174;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;99;United-States;>50K
37;Private;119098;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
37;Private;348739;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;>50K
37;Private;103986;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;39;United-States;>50K
34;Private;337587;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
34;Private;275438;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;5178;0;40;United-States;>50K
34;Private;164190;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;1902;38;United-States;>50K
34;Private;252646;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;7298;0;50;United-States;>50K
34;Private;167893;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;64;United-States;>50K
35,36;Private;38948;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
35,36;Private;192626;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
35,36;Private;129150;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;20;United-States;>50K
35,36;Private;253006;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;38;United-States;>50K
35,36;Private;179668;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
35,36;Private;281982;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
27,32;Private;151773;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;>50K
27,32;Private;205950;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;>50K
27,32;Private;203488;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;>50K
27,32;Private;31659;Undergraduate;13;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;1887;60;United-States;>50K
27,32;Private;75167;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;>50K
27,32;Private;26803;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;84;United-States;>50K
27,32;Private;297735;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;>50K
34,37;Private;32668;Undergraduate;13;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;43;United-States;>50K
34,37;Private;136629;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;>50K
34,37;Private;99146;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;1887;40;United-States;>50K
34,37;Private;280966;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;50;United-States;>50K
34,37;Private;152307;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;>50K
34,37;Private;179877;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;>50K
34,37;Private;179481;Undergraduate;13;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;>50K
34,37;Private;185063;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;45;United-States;>50K
25,32;Self-emp-not-inc;298332;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;45;North America;>50K
25,32;Self-emp-not-inc;348038;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;0;1902;50;North America;>50K
25,32;Self-emp-not-inc;174789;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;50;North America;>50K
25,32;Self-emp-not-inc;209205;Undergraduate;10;Married-civ-spouse;Technical;Husband;White;Male;7298;0;40;North America;>50K
25,32;Self-emp-not-inc;129497;Undergraduate;10;Married-civ-spouse;Technical;Husband;White;Male;0;0;55;North America;>50K
25,32;Self-emp-not-inc;177675;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;North America;>50K
25,32;Self-emp-not-inc;259299;Undergraduate;10;Married-civ-spouse;Technical;Husband;White;Male;3103;0;50;North America;>50K
25,32;Self-emp-not-inc;134737;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;70;North America;>50K
25,32;Self-emp-not-inc;112115;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;7688;0;40;North America;>50K
33;Self-emp-not-inc;202729;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;North America;>50K
33;Self-emp-not-inc;334744;Undergraduate;10;Married-civ-spouse;Technical;Husband;White;Male;0;0;50;North America;>50K
34,36;Self-emp-not-inc;233533;Undergraduate;10;Married-civ-spouse;Technical;Husband;White;Male;0;0;60;United-States;>50K
34,36;Self-emp-not-inc;168475;Undergraduate;10;Married-civ-spouse;Technical;Husband;White;Male;0;0;60;United-States;>50K
34,36;Self-emp-not-inc;29254;Undergraduate;10;Married-civ-spouse;Technical;Husband;White;Male;0;0;55;United-States;>50K
34,36;Self-emp-not-inc;151322;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;45;United-States;>50K
34,36;Self-emp-not-inc;409189;Undergraduate;10;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;United-States;>50K
37;Self-emp-not-inc;415847;Bachelors;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;United-States;>50K
37;Self-emp-not-inc;48063;Bachelors;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;55;United-States;>50K
37;Self-emp-not-inc;36214;Bachelors;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;65;United-States;>50K
37;Self-emp-not-inc;241998;Bachelors;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;5;United-States;>50K
37;Self-emp-not-inc;607848;Bachelors;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;40;United-States;>50K
28,37;Self-emp-inc;199765;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;7688;0;50;United-States;>50K
28,37;Self-emp-inc;217054;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;35;United-States;>50K
28,37;Self-emp-inc;175761;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;60;United-States;>50K
28,37;Self-emp-inc;291518;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;15024;0;55;United-States;>50K
28,37;Self-emp-inc;204247;Undergraduate;13;Married-civ-spouse;Technical;Husband;White;Male;0;0;50;United-States;>50K
28,37;Self-emp-inc;111128;Undergraduate;10;Married-civ-spouse;Technical;Husband;White;Male;0;0;50;United-States;>50K
28,32;Private;405793;Professional Education;12;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;45;United-States;>50K
28,32;Private;286689;Professional Education;12;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;42;United-States;>50K
28,32;Private;176683;Professional Education;11;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;70;United-States;>50K
28,32;Private;141957;Professional Education;12;Married-civ-spouse;Tech-support;Husband;White;Male;0;1887;70;United-States;>50K
28,32;Private;206541;Professional Education;11;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;45;United-States;>50K
35,37;Private;189922;Professional Education;12;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;50;United-States;>50K
35,37;Private;361888;Professional Education;12;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;40;United-States;>50K
35,37;Private;181065;Professional Education;12;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;40;United-States;>50K
35,37;Private;103986;Professional Education;11;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;40;United-States;>50K
35,37;Private;241306;Professional Education;11;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;40;United-States;>50K
23,31;Private;420749;Professional Education;12;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;North America;>50K
