age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;salary-class
[41, 60];Government;297248;Higher education;15;Married-civ-spouse;Technical;Husband;White;Male;0;2415;45;North America;>50K
[41, 60];Non-Government;227856;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;50;North America;>50K
[21, 40];Non-Government;179731;Higher education;14;Married-civ-spouse;Nontechnical;Wife;White;Female;0;2415;65;North America;>50K
[41, 60];Non-Government;154374;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;60;North America;>50K
[41, 60];Non-Government;326857;Higher education;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;65;North America;>50K
[21, 40];Non-Government;160369;Higher education;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;45;North America;>50K
[21, 40];Non-Government;396745;Higher education;13;Married-civ-spouse;Technical;Husband;White;Male;0;2415;48;North America;>50K
[41, 60];Non-Government;151089;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;55;North America;>50K
[41, 60];Non-Government;336188;Higher education;15;Married-civ-spouse;Technical;Husband;White;Male;0;2415;80;North America;>50K
*;*;279015;*;14;*;*;Husband;*;*;0;2415;70;*;*
[41, 60];Non-Government;43221;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;0;2415;40;North America;>50K
[21, 40];Non-Government;30529;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;50;North America;>50K
[41, 60];Non-Government;201742;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;50;North America;>50K
[41, 60];Non-Government;298449;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;50;North America;>50K
[41, 60];Non-Government;191712;Higher education;14;Married-civ-spouse;Technical;Husband;White;Male;0;2415;55;North America;>50K
[21, 40];Non-Government;198654;Higher education;15;Married-civ-spouse;Technical;Husband;Asian-Pac-Islander;Male;0;2415;67;Asia;>50K
[41, 60];Non-Government;102308;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;40;North America;>50K
[21, 40];Non-Government;348521;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;0;2415;99;North America;>50K
[61, 80];Non-Government;56248;Higher education;13;Married-civ-spouse;Other;Husband;White;Male;0;2415;60;North America;>50K
[21, 40];Non-Government;252752;Secondary education;9;Married-civ-spouse;Other;Wife;White;Female;0;2415;40;North America;>50K
*;*;192963;*;13;*;*;Husband;*;*;0;2415;35;*;*
[41, 60];Non-Government;198759;Higher education;15;Married-civ-spouse;Technical;Husband;White;Male;0;2415;80;North America;>50K
[21, 40];Non-Government;143123;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;0;2415;40;North America;>50K
[21, 40];Non-Government;237713;Higher education;15;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;99;North America;>50K
[41, 60];Non-Government;81929;Higher education;16;Married-civ-spouse;Technical;Husband;White;Male;0;2415;45;North America;>50K
[41, 60];Non-Government;167793;Higher education;15;Married-civ-spouse;Technical;Husband;White;Male;0;2415;60;North America;>50K
[41, 60];Non-Government;456062;Higher education;16;Married-civ-spouse;Technical;Husband;White;Male;0;2415;55;North America;>50K
[41, 60];Non-Government;105478;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;40;North America;>50K
[41, 60];Non-Government;42402;Higher education;15;Married-civ-spouse;Technical;Husband;White;Male;0;2415;30;North America;>50K
[41, 60];Non-Government;114580;Higher education;15;Married-civ-spouse;Nontechnical;Wife;White;Female;0;2415;55;North America;>50K
[21, 40];Non-Government;346478;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;45;North America;>50K
[21, 40];Non-Government;187870;Higher education;15;Married-civ-spouse;Technical;Husband;White;Male;0;2415;90;North America;>50K
[41, 60];Non-Government;35576;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;50;North America;>50K
[41, 60];Non-Government;102346;Higher education;13;Married-civ-spouse;Nontechnical;Wife;White;Female;0;2415;20;North America;>50K
[41, 60];Non-Government;148995;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;60;North America;>50K
[41, 60];Non-Government;102308;Higher education;15;Married-civ-spouse;Technical;Husband;White;Male;0;2415;45;North America;>50K
*;*;105252;*;13;*;*;Not-in-family;*;*;0;2392;40;*;*
[61, 80];Non-Government;106175;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2392;75;North America;>50K
[61, 80];Non-Government;52138;Higher education;16;Married-civ-spouse;Technical;Husband;White;Male;0;2392;25;North America;>50K
[41, 60];Non-Government;191978;Higher education;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2392;50;North America;>50K
[61, 80];Non-Government;188044;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2392;40;North America;>50K
[61, 80];Non-Government;66624;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2392;60;North America;>50K
*;*;153183;*;13;*;*;Husband;*;*;0;2392;55;*;*
[61, 80];Non-Government;211287;Higher education;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2392;40;North America;>50K
[21, 40];Non-Government;181655;Higher education;11;Married-civ-spouse;Other;Husband;White;Male;0;2377;45;North America;<=50K
[61, 80];Government;235882;Higher education;16;Married-civ-spouse;Technical;Husband;White;Male;0;2377;60;North America;>50K
[41, 60];Non-Government;158685;Secondary education;9;Married-civ-spouse;Other;Wife;White;Female;0;2377;40;North America;>50K
[21, 40];Non-Government;370767;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2377;60;North America;<=50K
[61, 80];Non-Government;155141;Higher education;13;Married-civ-spouse;Technical;Husband;White;Male;0;2377;12;North America;>50K
[21, 40];Non-Government;156516;Higher education;10;Married-civ-spouse;Other;Wife;Black;Female;0;2377;20;North America;<=50K
[21, 40];Government;177305;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2377;40;North America;<=50K
[21, 40];Non-Government;162945;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2377;40;North America;<=50K
*;*;177408;*;9;*;*;Husband;*;*;0;2377;26;*;*
[61, 80];Non-Government;427422;Higher education;16;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2377;25;North America;>50K
[61, 80];Non-Government;152307;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2377;45;North America;>50K
[61, 80];Non-Government;218637;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2377;55;North America;>50K
[41, 60];Non-Government;222405;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;Black;Male;0;2377;40;North America;<=50K
[21, 40];Non-Government;110862;Higher education;12;Married-civ-spouse;Technical;Husband;White;Male;0;2377;50;North America;<=50K
[21, 40];Non-Government;377931;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2377;48;North America;<=50K
[21, 40];Non-Government;192923;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2377;40;North America;<=50K
[61, 80];Non-Government;207938;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2377;50;North America;>50K
[61, 80];Non-Government;36671;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;2352;50;North America;<=50K
[61, 80];Non-Government;81413;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;2352;65;North America;<=50K
*;*;214955;*;3;*;*;Not-in-family;*;*;0;2339;45;*;*
[21, 40];Government;166295;Higher education;13;Never-married;Technical;Not-in-family;White;Male;0;2339;55;North America;<=50K
*;*;147707;*;9;*;*;Unmarried;*;*;0;2339;40;*;*
*;*;43554;*;3;*;*;Not-in-family;*;*;0;2339;40;*;*
[41, 60];Government;358893;Higher education;13;Divorced;Technical;Not-in-family;White;Female;0;2339;40;North America;<=50K
[41, 60];Non-Government;141058;Higher education;10;Divorced;Nontechnical;Not-in-family;White;Male;0;2339;50;North America;<=50K
[21, 40];Non-Government;77071;Higher education;13;Never-married;Technical;Own-child;White;Female;0;2339;35;North America;<=50K
[41, 60];Government;171328;Secondary education;9;Separated;Other;Other-relative;Black;Female;0;2339;40;North America;<=50K
*;*;381789;*;10;*;*;Own-child;*;*;0;2339;40;*;*
[41, 60];Non-Government;346635;Higher education;14;Divorced;Nontechnical;Unmarried;White;Female;0;2339;60;North America;<=50K
[41, 60];Non-Government;162140;Secondary education;9;Divorced;Technical;Not-in-family;White;Male;0;2339;40;North America;<=50K
*;*;191765;*;9;*;*;Other-relative;*;*;0;2339;40;*;*
[21, 40];Non-Government;251905;Higher education;15;Never-married;Technical;Not-in-family;White;Male;0;2339;40;North America;<=50K
[21, 40];Non-Government;33310;Higher education;15;Divorced;Other;Not-in-family;White;Female;0;2339;35;North America;<=50K
*;*;228921;*;13;*;*;Not-in-family;*;*;0;2282;40;*;*
[61, 80];Government;36364;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2267;40;North America;<=50K
*;*;124930;*;3;*;*;Husband;*;*;0;2267;40;*;*
[41, 60];Government;176046;Higher education;14;Married-civ-spouse;Technical;Wife;White;Female;0;2267;40;North America;<=50K
[41, 60];Government;370890;Secondary education;9;Never-married;Other;Not-in-family;White;Male;0;2258;40;North America;<=50K
[1, 20];Non-Government;157145;Higher education;10;Never-married;Other;Own-child;White;Male;0;2258;10;North America;<=50K
[21, 40];Non-Government;288825;Secondary education;9;Divorced;Technical;Not-in-family;White;Male;0;2258;84;North America;<=50K
*;*;257295;*;10;*;*;Other-relative;*;*;0;2258;40;*;*
[21, 40];Non-Government;287983;Higher education;13;Never-married;Technical;Not-in-family;Asian-Pac-Islander;Female;0;2258;48;Asia;<=50K
*;*;101978;*;10;*;*;Not-in-family;*;*;0;2258;55;*;*
*;*;192779;*;12;*;*;Unmarried;*;*;0;2258;38;*;*
[21, 40];Non-Government;135296;Higher education;13;Never-married;Nontechnical;Not-in-family;White;Female;0;2258;45;North America;>50K
[41, 60];Government;199114;Higher education;13;Never-married;Other;Not-in-family;White;Male;0;2258;40;North America;<=50K
[21, 40];Non-Government;156897;Secondary education;9;Never-married;Technical;Own-child;White;Male;0;2258;42;North America;>50K
[41, 60];Non-Government;138107;Higher education;13;Divorced;Nontechnical;Not-in-family;White;Male;0;2258;40;North America;>50K
[21, 40];Non-Government;279833;Higher education;13;Never-married;Nontechnical;Not-in-family;White;Male;0;2258;45;North America;>50K
[21, 40];Non-Government;208577;Secondary education;9;Never-married;Technical;Not-in-family;White;Male;0;2258;50;North America;<=50K
[21, 40];Non-Government;102942;Higher education;13;Never-married;Technical;Own-child;White;Female;0;2258;40;North America;>50K
[21, 40];Non-Government;36385;Higher education;14;Never-married;Technical;Not-in-family;White;Male;0;2258;50;North America;<=50K
[21, 40];Non-Government;176185;Secondary education;8;Divorced;Technical;Not-in-family;White;Male;0;2258;42;North America;<=50K
[21, 40];Government;162613;Higher education;14;Never-married;Technical;Not-in-family;White;Female;0;2258;60;North America;<=50K
*;*;121362;*;10;*;*;Unmarried;*;*;0;2258;38;*;*
[21, 40];Non-Government;145933;Secondary education;9;Never-married;Nontechnical;Not-in-family;White;Male;0;2258;70;North America;<=50K
[41, 60];Government;29591;Higher education;13;Divorced;Technical;Not-in-family;White;Male;0;2258;40;North America;>50K
*;*;269417;*;16;*;*;Not-in-family;*;*;0;2258;50;*;*
[41, 60];Non-Government;178510;Higher education;10;Never-married;Nontechnical;Not-in-family;White;Male;0;2258;60;North America;<=50K
*;*;41108;*;10;*;*;Not-in-family;*;*;0;2258;62;*;*
*;*;187901;*;9;*;*;Not-in-family;*;*;0;2258;44;*;*
*;*;175070;*;9;*;*;Not-in-family;*;*;0;2258;40;*;*
[21, 40];Non-Government;263561;Higher education;13;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2246;45;North America;>50K
*;*;99131;*;9;*;*;Other-relative;*;*;0;2246;40;*;*
[61, 80];Non-Government;143833;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2246;40;North America;>50K
[61, 80];Non-Government;124449;Higher education;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2246;8;North America;>50K
[61, 80];Non-Government;336007;Higher education;13;Married-civ-spouse;Technical;Husband;White;Male;0;2246;40;North America;>50K
[61, 80];Non-Government;285408;Higher education;15;Married-civ-spouse;Technical;Husband;White;Male;0;2246;28;North America;>50K
[21, 40];Non-Government;327825;Secondary education;9;Separated;Technical;Unmarried;White;Female;0;2238;40;North America;<=50K
[21, 40];Non-Government;129460;Secondary education;6;Widowed;Other;Unmarried;White;Female;0;2238;35;North America;<=50K
[21, 40];Non-Government;258298;Higher education;13;Never-married;Other;Own-child;White;Male;0;2231;40;North America;>50K
*;*;102359;*;5;*;*;Unmarried;*;*;0;2231;40;*;*
*;*;92431;*;10;*;*;Not-in-family;*;*;0;2231;40;*;*
*;*;51744;*;9;*;*;Not-in-family;*;*;0;2206;40;*;*
[61, 80];Non-Government;166149;Secondary education;9;Widowed;Other;Not-in-family;White;Female;0;2206;30;North America;<=50K
[61, 80];Non-Government;149811;Secondary education;9;Divorced;Other;Unmarried;White;Female;0;2206;59;North America;<=50K
[61, 80];Non-Government;118363;Higher education;13;Divorced;Nontechnical;Not-in-family;White;Female;0;2206;5;North America;<=50K
*;*;362165;*;13;*;*;Not-in-family;*;*;0;2206;25;*;*
[21, 40];Non-Government;379066;Higher education;10;Never-married;Other;Not-in-family;White;Male;0;2205;24;North America;<=50K
[41, 60];Non-Government;171424;Higher education;10;Divorced;Technical;Not-in-family;White;Male;0;2205;35;North America;<=50K
[21, 40];Non-Government;108293;Higher education;10;Never-married;Other;Own-child;White;Female;0;2205;40;North America;<=50K
[1, 20];Non-Government;107801;Higher education;12;Never-married;Other;Own-child;White;Female;0;2205;18;North America;<=50K
[21, 40];Non-Government;126675;Secondary education;9;Divorced;Technical;Not-in-family;White;Male;0;2205;40;North America;<=50K
[21, 40];Non-Government;155603;Higher education;10;Never-married;Other;Own-child;Black;Female;0;2205;40;North America;<=50K
*;*;27882;*;10;*;*;Other-relative;*;*;0;2205;40;*;*
*;*;242564;*;4;*;*;Not-in-family;*;*;0;2205;40;*;*
*;*;23510;*;14;*;*;Unmarried;*;*;0;2201;60;*;*
[61, 80];Non-Government;181232;Secondary education;7;Married-civ-spouse;Technical;Husband;White;Male;0;2179;40;North America;<=50K
*;*;166481;*;4;*;*;Husband;*;*;0;2179;40;*;*
*;*;139916;*;11;*;*;Husband;*;*;0;2179;84;*;*
[41, 60];Non-Government;144594;Secondary education;4;Married-civ-spouse;Technical;Husband;White;Male;0;2179;40;North America;<=50K
[41, 60];Non-Government;266707;Primary education;2;Married-civ-spouse;Other;Husband;White;Male;0;2179;18;North America;<=50K
[41, 60];Government;303176;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2179;40;North America;<=50K
[21, 40];Non-Government;56460;Secondary education;9;Married-civ-spouse;Other;Wife;White;Female;0;2179;12;North America;<=50K
[41, 60];Non-Government;167523;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;2179;45;North America;<=50K
[21, 40];Non-Government;119004;Secondary education;9;Married-civ-spouse;Other;Wife;White;Female;0;2179;40;North America;<=50K
[41, 60];Non-Government;175925;Secondary education;6;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2179;52;North America;<=50K
[21, 40];Non-Government;212847;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;0;2179;40;North America;<=50K
[41, 60];Non-Government;191175;Primary education;3;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2179;50;North America;<=50K
[41, 60];Non-Government;170214;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2179;40;North America;<=50K
[21, 40];Non-Government;180714;Higher education;10;Married-civ-spouse;Other;Husband;Black;Male;0;2179;40;North America;<=50K
[61, 80];Non-Government;111483;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2174;10;North America;>50K
[61, 80];Non-Government;282642;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2174;40;North America;>50K
[61, 80];Non-Government;309955;Higher education;15;Married-civ-spouse;Technical;Husband;White;Male;0;2174;50;North America;>50K
*;*;215908;*;9;*;*;Husband;*;*;0;2174;40;*;*
*;*;23494;*;10;*;*;Husband;*;*;0;2174;40;*;*
[61, 80];Non-Government;147551;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;0;2174;50;North America;>50K
[61, 80];Non-Government;116903;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;0;2149;40;North America;<=50K
[61, 80];Non-Government;119129;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2149;20;North America;<=50K
[1, 20];Non-Government;342384;Secondary education;7;Married-civ-spouse;Technical;Own-child;White;Male;0;2129;55;North America;<=50K
[21, 40];Non-Government;68899;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2129;40;North America;<=50K
*;*;207107;*;12;*;*;Unmarried;*;*;0;2080;40;*;*
*;*;149044;*;14;*;*;Husband;*;*;0;2057;60;*;*
[21, 40];Non-Government;148524;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;2057;40;North America;<=50K
[41, 60];Non-Government;268639;Higher education;10;Married-civ-spouse;Technical;Wife;White;Female;0;2057;60;North America;<=50K
[21, 40];Non-Government;272019;Secondary education;7;Married-civ-spouse;Technical;Husband;White;Male;0;2057;40;North America;<=50K
[21, 40];Non-Government;239753;Secondary education;9;Married-civ-spouse;Other;Wife;White;Female;0;2057;20;North America;<=50K
[21, 40];Non-Government;199864;Higher education;10;Married-civ-spouse;Other;Wife;White;Female;0;2057;40;North America;<=50K
[41, 60];Non-Government;125831;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2051;60;North America;<=50K
[21, 40];Non-Government;67728;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;0;2051;45;North America;<=50K
[21, 40];Non-Government;115717;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;0;2051;40;North America;<=50K
[41, 60];Non-Government;172281;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;2051;50;North America;<=50K
[41, 60];Government;305053;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2051;40;North America;<=50K
[41, 60];Non-Government;105010;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;2051;20;North America;<=50K
[21, 40];Non-Government;291052;Higher education;10;Married-civ-spouse;Other;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Government;248919;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Non-Government;84119;Higher education;10;Married-civ-spouse;Technical;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Government;105540;Higher education;13;Married-civ-spouse;Technical;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Non-Government;161765;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2051;57;North America;<=50K
[41, 60];Non-Government;195635;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2051;38;North America;<=50K
[41, 60];Non-Government;816750;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Non-Government;160192;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2051;44;North America;<=50K
[21, 40];Non-Government;136081;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Non-Government;244473;Higher education;11;Married-civ-spouse;Technical;Husband;White;Male;0;2051;40;North America;<=50K
[41, 60];Non-Government;187033;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Non-Government;265807;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;2051;55;North America;<=50K
[21, 40];Non-Government;154410;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2051;40;Europe;<=50K
[21, 40];Non-Government;314007;Secondary education;6;Married-civ-spouse;Technical;Husband;White;Male;0;2051;40;North America;<=50K
[61, 80];Non-Government;179743;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2051;20;North America;<=50K
[41, 60];Non-Government;117037;Secondary education;7;Married-civ-spouse;Other;Husband;White;Male;0;2042;40;North America;<=50K
[21, 40];Non-Government;40135;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2042;40;North America;<=50K
[41, 60];Non-Government;315423;Higher education;10;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2042;50;North America;<=50K
[21, 40];Non-Government;35429;Secondary education;9;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2042;40;North America;<=50K
[41, 60];Non-Government;120837;Secondary education;9;Married-civ-spouse;Technical;Husband;White;Male;0;2042;48;North America;<=50K
[21, 40];Non-Government;90614;Higher education;12;Married-civ-spouse;Technical;Husband;White;Male;0;2042;10;North America;<=50K
[21, 40];Non-Government;202878;Secondary education;4;Married-civ-spouse;Other;Husband;White;Male;0;2042;40;North America;<=50K
[21, 40];Non-Government;260954;Secondary education;7;Married-civ-spouse;Technical;Husband;White;Male;0;2042;30;North America;<=50K
[41, 60];Non-Government;127084;Secondary education;9;Married-civ-spouse;Other;Husband;White;Male;0;2042;34;North America;<=50K
