age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;salary-class
[21, 40];Self-emp-inc;30529;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2415;50;North America;>50K
[41, 60];Self-emp-not-inc;201742;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2415;50;North America;>50K
[41, 60];Self-emp-inc;298449;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2415;50;North America;>50K
[41, 60];Self-emp-inc;191712;Higher education;14;Married-civ-spouse;*;Husband;White;Male;0;2415;55;North America;>50K
[21, 40];Private;198654;Higher education;15;Married-civ-spouse;*;Husband;Asian-Pac-Islander;Male;0;2415;67;Asia;>50K
[41, 60];Self-emp-not-inc;102308;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2415;40;North America;>50K
[21, 40];Private;348521;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2415;99;North America;>50K
[61, 80];Self-emp-inc;56248;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2415;60;North America;>50K
*;*;252752;*;9;*;*;Wife;*;*;0;2415;40;*;*
[41, 60];Private;192963;Higher education;13;Married-civ-spouse;*;Husband;Asian-Pac-Islander;Male;0;2415;35;Asia;>50K
[41, 60];Self-emp-not-inc;198759;Higher education;15;Married-civ-spouse;*;Husband;White;Male;0;2415;80;North America;>50K
[21, 40];Self-emp-inc;143123;Higher education;11;Married-civ-spouse;*;Husband;White;Male;0;2415;40;North America;>50K
[21, 40];Private;237713;Higher education;15;Married-civ-spouse;*;Husband;White;Male;0;2415;99;North America;>50K
[41, 60];Private;81929;Higher education;16;Married-civ-spouse;*;Husband;White;Male;0;2415;45;North America;>50K
[41, 60];Self-emp-inc;167793;Higher education;15;Married-civ-spouse;*;Husband;White;Male;0;2415;60;North America;>50K
[41, 60];Private;456062;Higher education;16;Married-civ-spouse;*;Husband;White;Male;0;2415;55;North America;>50K
[41, 60];Self-emp-not-inc;105478;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2415;40;North America;>50K
[41, 60];Self-emp-not-inc;42402;Higher education;15;Married-civ-spouse;*;Husband;White;Male;0;2415;30;North America;>50K
[41, 60];Self-emp-inc;114580;Higher education;15;Married-civ-spouse;*;Wife;White;Female;0;2415;55;North America;>50K
[21, 40];Private;346478;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2415;45;North America;>50K
[21, 40];Private;187870;Higher education;15;Married-civ-spouse;*;Husband;White;Male;0;2415;90;North America;>50K
[41, 60];Private;35576;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2415;50;North America;>50K
[41, 60];Private;102346;Higher education;13;Married-civ-spouse;*;Wife;White;Female;0;2415;20;North America;>50K
[41, 60];Private;148995;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2415;60;North America;>50K
[41, 60];Self-emp-inc;102308;Higher education;15;Married-civ-spouse;*;Husband;White;Male;0;2415;45;North America;>50K
[61, 80];Private;105252;Higher education;13;Widowed;*;Not-in-family;White;Male;0;2392;40;North America;>50K
[61, 80];Self-emp-inc;106175;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2392;75;North America;>50K
[61, 80];Self-emp-not-inc;52138;Higher education;16;Married-civ-spouse;*;Husband;White;Male;0;2392;25;North America;>50K
[41, 60];Self-emp-inc;191978;Higher education;14;Married-civ-spouse;*;Husband;White;Male;0;2392;50;North America;>50K
[61, 80];Self-emp-inc;188044;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2392;40;North America;>50K
[61, 80];Self-emp-inc;66624;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2392;60;North America;>50K
*;*;153183;*;13;*;*;Husband;*;*;0;2392;55;*;*
[61, 80];Private;211287;Higher education;14;Married-civ-spouse;*;Husband;White;Male;0;2392;40;North America;>50K
[21, 40];Private;181655;Higher education;11;Married-civ-spouse;*;Husband;White;Male;0;2377;45;North America;<=50K
[61, 80];State-gov;235882;Higher education;16;Married-civ-spouse;*;Husband;White;Male;0;2377;60;North America;>50K
[41, 60];Self-emp-inc;158685;Secondary education;9;Married-civ-spouse;*;Wife;White;Female;0;2377;40;North America;>50K
[21, 40];Private;370767;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2377;60;North America;<=50K
[61, 80];Self-emp-not-inc;155141;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2377;12;North America;>50K
[21, 40];Private;156516;Higher education;10;Married-civ-spouse;*;Wife;Black;Female;0;2377;20;North America;<=50K
[21, 40];Local-gov;177305;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2377;40;North America;<=50K
[21, 40];Private;162945;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2377;40;North America;<=50K
*;*;177408;*;9;*;*;Husband;*;*;0;2377;26;*;*
[61, 80];Self-emp-not-inc;427422;Higher education;16;Married-civ-spouse;*;Husband;White;Male;0;2377;25;North America;>50K
[61, 80];Private;152307;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2377;45;North America;>50K
[61, 80];Private;218637;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2377;55;North America;>50K
[41, 60];Private;222405;Secondary education;9;Married-civ-spouse;*;Husband;Black;Male;0;2377;40;North America;<=50K
[21, 40];Self-emp-inc;110862;Higher education;12;Married-civ-spouse;*;Husband;White;Male;0;2377;50;North America;<=50K
[21, 40];Private;377931;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2377;48;North America;<=50K
[21, 40];Private;192923;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2377;40;North America;<=50K
[61, 80];Self-emp-inc;207938;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2377;50;North America;>50K
[61, 80];Self-emp-not-inc;36671;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2352;50;North America;<=50K
[61, 80];Self-emp-inc;81413;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2352;65;North America;<=50K
[41, 60];Private;214955;Primary education;3;Divorced;*;Not-in-family;White;Female;0;2339;45;North America;<=50K
[21, 40];Local-gov;166295;Higher education;13;Never-married;*;Not-in-family;White;Male;0;2339;55;North America;<=50K
*;*;147707;*;9;*;*;Unmarried;*;*;0;2339;40;*;*
*;*;43554;*;3;*;*;Not-in-family;*;*;0;2339;40;*;*
[41, 60];State-gov;358893;Higher education;13;Divorced;*;Not-in-family;White;Female;0;2339;40;North America;<=50K
[41, 60];Self-emp-inc;141058;Higher education;10;Divorced;*;Not-in-family;White;Male;0;2339;50;North America;<=50K
[21, 40];Private;77071;Higher education;13;Never-married;*;Own-child;White;Female;0;2339;35;North America;<=50K
[41, 60];Local-gov;171328;Secondary education;9;Separated;*;Other-relative;Black;Female;0;2339;40;North America;<=50K
[21, 40];State-gov;381789;Higher education;10;Separated;*;Own-child;White;Male;0;2339;40;North America;<=50K
[41, 60];Self-emp-not-inc;346635;Higher education;14;Divorced;*;Unmarried;White;Female;0;2339;60;North America;<=50K
[41, 60];Private;162140;Secondary education;9;Divorced;*;Not-in-family;White;Male;0;2339;40;North America;<=50K
*;*;191765;*;9;*;*;Other-relative;*;*;0;2339;40;*;*
[21, 40];Private;251905;Higher education;15;Never-married;*;Not-in-family;White;Male;0;2339;40;North America;<=50K
[21, 40];Self-emp-not-inc;33310;Higher education;15;Divorced;*;Not-in-family;White;Female;0;2339;35;North America;<=50K
[61, 80];Private;228921;Higher education;13;Widowed;*;Not-in-family;White;Male;0;2282;40;North America;>50K
[61, 80];Local-gov;36364;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2267;40;North America;<=50K
[61, 80];Private;124930;Primary education;3;Married-civ-spouse;*;Husband;White;Male;0;2267;40;North America;<=50K
[41, 60];Local-gov;176046;Higher education;14;Married-civ-spouse;*;Wife;White;Female;0;2267;40;North America;<=50K
[41, 60];Federal-gov;370890;Secondary education;9;Never-married;*;Not-in-family;White;Male;0;2258;40;North America;<=50K
[1, 20];Self-emp-not-inc;157145;Higher education;10;Never-married;*;Own-child;White;Male;0;2258;10;North America;<=50K
[21, 40];Private;288825;Secondary education;9;Divorced;*;Not-in-family;White;Male;0;2258;84;North America;<=50K
*;*;257295;*;10;*;*;Other-relative;*;*;0;2258;40;*;*
[21, 40];Private;287983;Higher education;13;Never-married;*;Not-in-family;Asian-Pac-Islander;Female;0;2258;48;Asia;<=50K
[21, 40];Private;101978;Higher education;10;Separated;*;Not-in-family;White;Male;0;2258;55;North America;>50K
[41, 60];State-gov;192779;Higher education;12;Divorced;*;Unmarried;White;Male;0;2258;38;North America;>50K
[21, 40];Private;135296;Higher education;13;Never-married;*;Not-in-family;White;Female;0;2258;45;North America;>50K
[41, 60];Federal-gov;199114;Higher education;13;Never-married;*;Not-in-family;White;Male;0;2258;40;North America;<=50K
[21, 40];Private;156897;Secondary education;9;Never-married;*;Own-child;White;Male;0;2258;42;North America;>50K
[41, 60];Private;138107;Higher education;13;Divorced;*;Not-in-family;White;Male;0;2258;40;North America;>50K
[21, 40];Private;279833;Higher education;13;Never-married;*;Not-in-family;White;Male;0;2258;45;North America;>50K
[21, 40];Self-emp-not-inc;208577;Secondary education;9;Never-married;*;Not-in-family;White;Male;0;2258;50;North America;<=50K
[21, 40];Private;102942;Higher education;13;Never-married;*;Own-child;White;Female;0;2258;40;North America;>50K
[21, 40];Private;36385;Higher education;14;Never-married;*;Not-in-family;White;Male;0;2258;50;North America;<=50K
[21, 40];Private;176185;Secondary education;8;Divorced;*;Not-in-family;White;Male;0;2258;42;North America;<=50K
[21, 40];Local-gov;162613;Higher education;14;Never-married;*;Not-in-family;White;Female;0;2258;60;North America;<=50K
[41, 60];Private;121362;Higher education;10;Widowed;*;Unmarried;White;Female;0;2258;38;North America;>50K
[21, 40];Private;145933;Secondary education;9;Never-married;*;Not-in-family;White;Male;0;2258;70;North America;<=50K
[41, 60];Federal-gov;29591;Higher education;13;Divorced;*;Not-in-family;White;Male;0;2258;40;North America;>50K
[41, 60];State-gov;269417;Higher education;16;Never-married;*;Not-in-family;White;Female;0;2258;50;North America;>50K
*;*;178510;*;10;*;*;Not-in-family;*;*;0;2258;60;*;*
[41, 60];Private;41108;Higher education;10;Widowed;*;Not-in-family;White;Male;0;2258;62;North America;>50K
[41, 60];Private;187901;Secondary education;9;Divorced;*;Not-in-family;White;Male;0;2258;44;North America;>50K
[41, 60];Private;175070;Secondary education;9;Divorced;*;Not-in-family;White;Female;0;2258;40;North America;>50K
[21, 40];Private;263561;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2246;45;North America;>50K
[41, 60];Local-gov;99131;Secondary education;9;Married-civ-spouse;*;Other-relative;White;Female;0;2246;40;North America;>50K
[61, 80];Self-emp-not-inc;143833;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2246;40;North America;>50K
[61, 80];Self-emp-not-inc;124449;Higher education;14;Married-civ-spouse;*;Husband;White;Male;0;2246;8;North America;>50K
[61, 80];Private;336007;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2246;40;North America;>50K
[61, 80];Self-emp-not-inc;285408;Higher education;15;Married-civ-spouse;*;Husband;White;Male;0;2246;28;North America;>50K
[21, 40];Private;327825;Secondary education;9;Separated;*;Unmarried;White;Female;0;2238;40;North America;<=50K
[21, 40];Private;129460;Secondary education;6;Widowed;*;Unmarried;White;Female;0;2238;35;North America;<=50K
[21, 40];Self-emp-not-inc;258298;Higher education;13;Never-married;*;Own-child;White;Male;0;2231;40;North America;>50K
*;*;102359;*;5;*;*;Unmarried;*;*;0;2231;40;*;*
[21, 40];Local-gov;92431;Higher education;10;Never-married;*;Not-in-family;White;Male;0;2231;40;North America;>50K
*;*;51744;*;9;*;*;Not-in-family;*;*;0;2206;40;*;*
[61, 80];Private;166149;Secondary education;9;Widowed;*;Not-in-family;White;Female;0;2206;30;North America;<=50K
[61, 80];Private;149811;Secondary education;9;Divorced;*;Unmarried;White;Female;0;2206;59;North America;<=50K
[61, 80];Private;118363;Higher education;13;Divorced;*;Not-in-family;White;Female;0;2206;5;North America;<=50K
*;*;362165;*;13;*;*;Not-in-family;*;*;0;2206;25;*;*
[21, 40];Private;379066;Higher education;10;Never-married;*;Not-in-family;White;Male;0;2205;24;North America;<=50K
[41, 60];Self-emp-not-inc;171424;Higher education;10;Divorced;*;Not-in-family;White;Male;0;2205;35;North America;<=50K
[21, 40];Private;108293;Higher education;10;Never-married;*;Own-child;White;Female;0;2205;40;North America;<=50K
[1, 20];Private;107801;Higher education;12;Never-married;*;Own-child;White;Female;0;2205;18;North America;<=50K
[21, 40];Private;126675;Secondary education;9;Divorced;*;Not-in-family;White;Male;0;2205;40;North America;<=50K
[21, 40];Private;155603;Higher education;10;Never-married;*;Own-child;Black;Female;0;2205;40;North America;<=50K
[21, 40];Private;27882;Higher education;10;Never-married;*;Other-relative;White;Female;0;2205;40;Europe;<=50K
[41, 60];Private;242564;Secondary education;4;Never-married;*;Not-in-family;Black;Male;0;2205;40;North America;<=50K
*;*;23510;*;14;*;*;Unmarried;*;*;0;2201;60;*;*
[61, 80];Private;181232;Secondary education;7;Married-civ-spouse;*;Husband;White;Male;0;2179;40;North America;<=50K
[21, 40];Private;166481;Secondary education;4;Married-civ-spouse;*;Husband;Other;Male;0;2179;40;North America;<=50K
*;*;139916;*;11;*;*;Husband;*;*;0;2179;84;*;*
[41, 60];Self-emp-not-inc;144594;Secondary education;4;Married-civ-spouse;*;Husband;White;Male;0;2179;40;North America;<=50K
[41, 60];Self-emp-not-inc;266707;Primary education;2;Married-civ-spouse;*;Husband;White;Male;0;2179;18;North America;<=50K
[41, 60];State-gov;303176;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2179;40;North America;<=50K
[21, 40];Self-emp-not-inc;56460;Secondary education;9;Married-civ-spouse;*;Wife;White;Female;0;2179;12;North America;<=50K
[41, 60];Private;167523;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2179;45;North America;<=50K
[21, 40];Private;119004;Secondary education;9;Married-civ-spouse;*;Wife;White;Female;0;2179;40;North America;<=50K
[41, 60];Private;175925;Secondary education;6;Married-civ-spouse;*;Husband;White;Male;0;2179;52;North America;<=50K
[21, 40];Private;212847;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2179;40;North America;<=50K
[41, 60];Self-emp-not-inc;191175;Primary education;3;Married-civ-spouse;*;Husband;White;Male;0;2179;50;North America;<=50K
[41, 60];Self-emp-not-inc;170214;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2179;40;North America;<=50K
[21, 40];Private;180714;Higher education;10;Married-civ-spouse;*;Husband;Black;Male;0;2179;40;North America;<=50K
[61, 80];Self-emp-not-inc;111483;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2174;10;North America;>50K
[61, 80];Private;282642;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2174;40;North America;>50K
[61, 80];Self-emp-not-inc;309955;Higher education;15;Married-civ-spouse;*;Husband;White;Male;0;2174;50;North America;>50K
*;*;215908;*;9;*;*;Husband;*;*;0;2174;40;*;*
*;*;23494;*;10;*;*;Husband;*;*;0;2174;40;*;*
[61, 80];Private;147551;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2174;50;North America;>50K
[61, 80];Self-emp-not-inc;116903;Higher education;11;Married-civ-spouse;*;Husband;White;Male;0;2149;40;North America;<=50K
[61, 80];Self-emp-not-inc;119129;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2149;20;North America;<=50K
*;*;342384;*;7;*;*;Own-child;*;*;0;2129;55;*;*
[21, 40];Self-emp-not-inc;68899;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2129;40;North America;<=50K
*;*;207107;*;12;*;*;Unmarried;*;*;0;2080;40;*;*
*;*;149044;*;14;*;*;Husband;*;*;0;2057;60;*;*
[21, 40];Private;148524;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2057;40;North America;<=50K
[41, 60];Self-emp-not-inc;268639;Higher education;10;Married-civ-spouse;*;Wife;White;Female;0;2057;60;North America;<=50K
[21, 40];Private;272019;Secondary education;7;Married-civ-spouse;*;Husband;White;Male;0;2057;40;North America;<=50K
[21, 40];Private;239753;Secondary education;9;Married-civ-spouse;*;Wife;White;Female;0;2057;20;North America;<=50K
[21, 40];Private;199864;Higher education;10;Married-civ-spouse;*;Wife;White;Female;0;2057;40;North America;<=50K
[41, 60];Private;125831;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;60;North America;<=50K
[21, 40];Private;67728;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2051;45;North America;<=50K
[21, 40];Private;115717;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2051;40;North America;<=50K
[41, 60];Private;172281;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;50;North America;<=50K
[41, 60];Local-gov;305053;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;40;North America;<=50K
[41, 60];Self-emp-not-inc;105010;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;20;North America;<=50K
[21, 40];Private;291052;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Federal-gov;248919;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Private;84119;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Local-gov;105540;Higher education;13;Married-civ-spouse;*;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Private;161765;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2051;57;North America;<=50K
[41, 60];Private;195635;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;38;North America;<=50K
[41, 60];Private;816750;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Private;160192;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;44;North America;<=50K
[21, 40];Private;136081;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Private;244473;Higher education;11;Married-civ-spouse;*;Husband;White;Male;0;2051;40;North America;<=50K
[41, 60];Private;187033;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;40;North America;<=50K
[21, 40];Private;265807;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;55;North America;<=50K
[21, 40];Private;154410;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;40;Europe;<=50K
[21, 40];Private;314007;Secondary education;6;Married-civ-spouse;*;Husband;White;Male;0;2051;40;North America;<=50K
[61, 80];Private;179743;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2051;20;North America;<=50K
[41, 60];Private;117037;Secondary education;7;Married-civ-spouse;*;Husband;White;Male;0;2042;40;North America;<=50K
[21, 40];Private;40135;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2042;40;North America;<=50K
[41, 60];Private;315423;Higher education;10;Married-civ-spouse;*;Husband;White;Male;0;2042;50;North America;<=50K
[21, 40];Private;35429;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2042;40;North America;<=50K
[41, 60];Self-emp-not-inc;120837;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2042;48;North America;<=50K
[21, 40];Private;90614;Higher education;12;Married-civ-spouse;*;Husband;White;Male;0;2042;10;North America;<=50K
[21, 40];Private;202878;Secondary education;4;Married-civ-spouse;*;Husband;White;Male;0;2042;40;North America;<=50K
[21, 40];Private;260954;Secondary education;7;Married-civ-spouse;*;Husband;White;Male;0;2042;30;North America;<=50K
[41, 60];Private;127084;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2042;34;North America;<=50K
[41, 60];Local-gov;107231;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2002;40;North America;<=50K
[41, 60];Local-gov;135102;Secondary education;9;Married-civ-spouse;*;Husband;White;Male;0;2002;45;North America;<=50K
[41, 60];Private;201822;Secondary education;4;Married-civ-spouse;*;Husband;White;Male;0;2002;40;North America;<=50K
