age;workclass;final_weight;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country;class
25,29;Non-Government;222539;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;*;>50K
25,29;Non-Government;259299;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;3103;0;50;*;>50K
25,29;Non-Government;535978;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;*;>50K
25,29;Non-Government;156257;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;60;*;>50K
25,29;Non-Government;173992;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;45;*;>50K
25,29;Non-Government;100669;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;207201;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;159187;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;226443;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;55;*;>50K
30,31;Non-Government;196385;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;45;*;>50K
30,31;Non-Government;231413;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;240771;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;4386;0;50;*;>50K
30,31;Non-Government;308540;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;172304;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;50;*;>50K
30,31;Non-Government;191834;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;*;>50K
32,34;Non-Government;198003;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;7298;0;50;United-States;>50K
32,34;Non-Government;260782;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;41;United-States;>50K
32,34;Non-Government;29254;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;55;United-States;>50K
32,34;Non-Government;201122;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;48;United-States;>50K
32,34;Non-Government;334744;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;50;United-States;>50K
32,34;Non-Government;35644;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
32,34;Non-Government;155151;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
32,34;Non-Government;129497;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;55;United-States;>50K
32,34;Non-Government;160634;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
32,34;Non-Government;176992;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
32,34;Non-Government;173495;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;48;United-States;>50K
32,34;Non-Government;192900;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
32,34;Non-Government;177437;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;15024;0;45;United-States;>50K
32,34;Non-Government;263561;Some-college;10;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;60;United-States;>50K
35,37;Non-Government;291518;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;*;Male;15024;0;55;*;>50K
35,37;Non-Government;308691;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;45;*;>50K
35,37;Non-Government;135289;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;48;*;>50K
35,37;Non-Government;125933;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;50;*;>50K
35,37;Non-Government;186808;Bachelors;13;Married-civ-spouse;Craft-repair;Own-child;*;Male;0;0;40;*;>50K
35,37;Non-Government;36214;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;65;*;>50K
35,37;Non-Government;202397;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;*;>50K
35,37;Non-Government;241998;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;50;*;>50K
35,37;Non-Government;355856;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;*;>50K
35,37;Non-Government;192939;Bachelors;13;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;*;>50K
35,36;Non-Government;183892;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;7298;0;44;North America;>50K
35,36;Non-Government;233533;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;60;North America;>50K
35,36;Non-Government;168475;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;60;North America;>50K
35,36;Non-Government;265535;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;50;North America;>50K
35,36;Non-Government;320811;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;North America;>50K
35,36;Non-Government;409189;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;North America;>50K
35,36;Non-Government;152621;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;North America;>50K
35,36;Non-Government;415578;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;North America;>50K
35,36;Non-Government;381583;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;45;North America;>50K
35,36;Non-Government;77820;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;North America;>50K
35,36;Non-Government;454843;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;North America;>50K
35,36;Non-Government;153066;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;50;North America;>50K
35,36;Non-Government;105803;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;50;North America;>50K
35,36;Non-Government;61778;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;60;North America;>50K
35,36;Non-Government;334291;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;1887;40;North America;>50K
37;Non-Government;213841;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;50;North America;>50K
37;Non-Government;161141;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;North America;>50K
37;Non-Government;111128;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;50;North America;>50K
37;Non-Government;287031;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;5178;0;75;North America;>50K
37;Non-Government;176967;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;50;North America;>50K
37;Non-Government;73715;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;North America;>50K
37;Non-Government;208358;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;40;North America;>50K
37;Non-Government;199753;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;0;0;35;North America;>50K
37;Non-Government;377798;Some-college;10;Married-civ-spouse;Craft-repair;Husband;*;Male;3103;0;40;North America;>50K
24,29;Non-Government;169662;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;42;*;>50K
24,29;Non-Government;114224;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;292472;Undergraduate;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;114967;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;167761;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;50;*;>50K
24,29;Non-Government;199224;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;45;*;>50K
24,29;Non-Government;359828;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;44;*;>50K
24,29;Non-Government;204247;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;50;*;>50K
24,29;Non-Government;234664;Undergraduate;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;130856;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;67218;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;221366;Undergraduate;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;3103;0;50;*;>50K
24,29;Non-Government;155057;Undergraduate;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;50;*;>50K
24,29;Non-Government;122175;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;45;*;>50K
24,29;Non-Government;306908;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;45;*;>50K
24,29;Non-Government;133937;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;138692;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;1887;40;*;>50K
24,29;Non-Government;444304;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
24,29;Non-Government;402998;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;58;*;>50K
30,31;Non-Government;168387;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;7688;0;40;*;>50K
30,31;Non-Government;55291;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;348038;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;1902;50;*;>50K
30,31;Non-Government;110643;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;164190;Undergraduate;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;50;*;>50K
30,31;Non-Government;129707;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;99999;0;35;*;>50K
30,31;Non-Government;185027;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;157778;Undergraduate;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;25;*;>50K
30,31;Non-Government;19302;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;93884;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;45;*;>50K
30,31;Non-Government;159123;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;60;*;>50K
30,31;Non-Government;159187;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;1902;55;*;>50K
30,31;Non-Government;196385;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;15024;0;35;*;>50K
30,31;Non-Government;144949;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;177675;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;167725;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;15024;0;48;*;>50K
30,31;Non-Government;19302;Undergraduate;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;7688;0;40;*;>50K
30,31;Non-Government;108247;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
30,31;Non-Government;159589;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;7688;0;50;*;>50K
32,33;Non-Government;169879;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;3103;0;47;*;>50K
32,33;Non-Government;298332;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;45;*;>50K
32,33;Non-Government;312667;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;15024;0;50;*;>50K
32,33;Non-Government;56701;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;15024;0;75;*;>50K
32,33;Non-Government;174789;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;50;*;>50K
32,33;Non-Government;209768;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
32,33;Non-Government;159247;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
32,33;Non-Government;134737;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;99999;0;50;*;>50K
32,33;Non-Government;255334;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;25;*;>50K
32,33;Non-Government;295621;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;25;*;>50K
32,33;Non-Government;150570;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;3103;0;43;*;>50K
32,33;Non-Government;193285;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;38;*;>50K
32,33;Non-Government;396745;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;2415;48;*;>50K
32,33;Non-Government;162572;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;99999;0;40;*;>50K
32,33;Non-Government;204742;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
32,33;Non-Government;101709;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
32,33;Non-Government;212276;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;60;*;>50K
32,33;Non-Government;246038;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
32,33;Non-Government;178429;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
32,33;Non-Government;312881;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
32,33;Non-Government;405913;Undergraduate;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
32,33;Non-Government;709798;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;60;*;>50K
32,33;Non-Government;112115;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;7688;0;40;*;>50K
32,33;Non-Government;127451;Undergraduate;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;38;*;>50K
34,35;Non-Government;108116;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;50;*;>50K
34,35;Non-Government;175761;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;60;*;>50K
34,35;Non-Government;203408;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;7688;0;50;*;>50K
34,35;Non-Government;213226;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
34,35;Non-Government;223212;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;1848;40;*;>50K
34,35;Non-Government;146161;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;60;*;>50K
34,35;Non-Government;204461;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;55;*;>50K
34,35;Non-Government;97723;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
34,35;Non-Government;185325;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;50;*;>50K
34,35;Non-Government;255191;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;45;*;>50K
34,35;Non-Government;234960;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;1887;48;*;>50K
34,35;Non-Government;737315;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
34,35;Non-Government;107125;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;16;*;>50K
34,35;Non-Government;150324;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
34,35;Non-Government;153326;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
34,35;Non-Government;105813;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;48;*;>50K
34,35;Non-Government;303867;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
34,35;Non-Government;193961;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
34,35;Non-Government;230246;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;42;*;>50K
36;Non-Government;156667;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;1902;50;*;>50K
36;Non-Government;354078;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;60;*;>50K
36;Non-Government;131239;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;3103;0;45;*;>50K
36;Non-Government;398931;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;1485;50;*;>50K
36;Non-Government;210945;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
36;Non-Government;190759;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;45;*;>50K
36;Non-Government;111128;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;48;*;>50K
36;Non-Government;151322;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;45;*;>50K
36;Non-Government;198237;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;15024;0;50;*;>50K
36;Non-Government;136343;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
36;Non-Government;173542;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
36;Non-Government;174717;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;7688;0;40;*;>50K
36;Non-Government;226947;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;*;>50K
36;Non-Government;174938;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;1887;50;*;>50K
36;Non-Government;123983;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;55;*;>50K
36;Non-Government;218490;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;45;*;>50K
36;Non-Government;237943;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;1977;45;*;>50K
37;Non-Government;183800;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;50;United-States;>50K
37;Non-Government;217054;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;35;United-States;>50K
37;Non-Government;415847;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
37;Non-Government;305597;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;>50K
37;Non-Government;48063;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;55;United-States;>50K
37;Non-Government;343721;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
37;Non-Government;107737;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;55;United-States;>50K
37;Non-Government;241174;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;99;United-States;>50K
37;Non-Government;119098;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
37;Non-Government;241998;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;5;United-States;>50K
37;Non-Government;348739;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;>50K
37;Non-Government;103986;Bachelors;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;7688;0;39;United-States;>50K
34,36;Private;337587;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;50;North America;>50K
34,36;Private;275438;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;5178;0;40;North America;>50K
34,36;Private;38948;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;North America;>50K
34,36;Private;192626;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;50;North America;>50K
34,36;Private;164190;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;1902;38;North America;>50K
34,36;Private;129150;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;20;North America;>50K
34,36;Private;300681;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;North America;>50K
34,36;Private;252646;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;7298;0;50;North America;>50K
34,36;Private;253006;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;7688;0;38;North America;>50K
34,36;Private;179668;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;North America;>50K
34,36;Private;281982;Some-college;10;Married-civ-spouse;Prof-specialty;Husband;*;Male;0;0;40;North America;>50K
