age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;salary-class
*;*;201742;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2415;50;*;>50K
*;*;298449;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2415;50;*;>50K
*;*;191712;*;14;Spouse present;Technical;Husband;*;Male;0;2415;55;*;>50K
*;*;198654;*;15;Spouse present;Technical;Husband;*;Male;0;2415;67;*;>50K
*;*;102308;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2415;40;*;>50K
*;*;348521;*;10;Spouse present;Other;Husband;*;Male;0;2415;99;*;>50K
*;*;56248;*;13;Spouse present;Other;Husband;*;Male;0;2415;60;*;>50K
*;*;252752;*;9;Spouse present;Other;Wife;*;Female;0;2415;40;*;>50K
*;*;192963;*;13;Spouse present;Other;Husband;*;Male;0;2415;35;*;>50K
*;*;198759;*;15;Spouse present;Technical;Husband;*;Male;0;2415;80;*;>50K
*;*;143123;*;11;Spouse present;Technical;Husband;*;Male;0;2415;40;*;>50K
*;*;237713;*;15;Spouse present;Nontechnical;Husband;*;Male;0;2415;99;*;>50K
*;*;81929;*;16;Spouse present;Technical;Husband;*;Male;0;2415;45;*;>50K
*;*;167793;*;15;Spouse present;Technical;Husband;*;Male;0;2415;60;*;>50K
*;*;456062;*;16;Spouse present;Technical;Husband;*;Male;0;2415;55;*;>50K
*;*;105478;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2415;40;*;>50K
*;*;42402;*;15;Spouse present;Technical;Husband;*;Male;0;2415;30;*;>50K
*;*;114580;*;15;Spouse present;Nontechnical;Wife;*;Female;0;2415;55;*;>50K
*;*;346478;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2415;45;*;>50K
*;*;187870;*;15;Spouse present;Technical;Husband;*;Male;0;2415;90;*;>50K
*;*;35576;*;10;Spouse present;Nontechnical;Husband;*;Male;0;2415;50;*;>50K
*;*;102346;*;13;Spouse present;Nontechnical;Wife;*;Female;0;2415;20;*;>50K
*;*;148995;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2415;60;*;>50K
*;*;102308;*;15;Spouse present;Technical;Husband;*;Male;0;2415;45;*;>50K
*;*;105252;*;13;Spouse not present;Nontechnical;Not-in-family;*;Male;0;2392;40;*;>50K
*;*;106175;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2392;75;*;>50K
*;*;52138;*;16;Spouse present;Technical;Husband;*;Male;0;2392;25;*;>50K
*;*;191978;*;14;Spouse present;Nontechnical;Husband;*;Male;0;2392;50;*;>50K
*;*;188044;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2392;40;*;>50K
*;*;66624;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2392;60;*;>50K
*;*;153183;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2392;55;*;>50K
*;*;211287;*;14;Spouse present;Nontechnical;Husband;*;Male;0;2392;40;*;>50K
*;*;181655;*;11;Spouse present;Other;Husband;*;Male;0;2377;45;*;<=50K
*;*;235882;*;16;Spouse present;Technical;Husband;*;Male;0;2377;60;*;>50K
*;*;158685;*;9;Spouse present;Other;Wife;*;Female;0;2377;40;*;>50K
*;*;370767;*;9;Spouse present;Technical;Husband;*;Male;0;2377;60;*;<=50K
*;*;155141;*;13;Spouse present;Technical;Husband;*;Male;0;2377;12;*;>50K
*;*;156516;*;10;Spouse present;Other;Wife;*;Female;0;2377;20;*;<=50K
*;*;177305;*;10;Spouse present;Nontechnical;Husband;*;Male;0;2377;40;*;<=50K
*;*;162945;*;9;Spouse present;Nontechnical;Husband;*;Male;0;2377;40;*;<=50K
*;*;177408;*;9;Spouse present;Nontechnical;Husband;*;Male;0;2377;26;*;>50K
*;*;427422;*;16;Spouse present;Nontechnical;Husband;*;Male;0;2377;25;*;>50K
*;*;152307;*;9;Spouse present;Nontechnical;Husband;*;Male;0;2377;45;*;>50K
*;*;218637;*;10;Spouse present;Nontechnical;Husband;*;Male;0;2377;55;*;>50K
*;*;222405;*;9;Spouse present;Nontechnical;Husband;*;Male;0;2377;40;*;<=50K
*;*;110862;*;12;Spouse present;Technical;Husband;*;Male;0;2377;50;*;<=50K
*;*;377931;*;10;Spouse present;Nontechnical;Husband;*;Male;0;2377;48;*;<=50K
*;*;192923;*;9;Spouse present;Technical;Husband;*;Male;0;2377;40;*;<=50K
*;*;207938;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2377;50;*;>50K
*;*;36671;*;9;Spouse present;Other;Husband;*;Male;0;2352;50;*;<=50K
*;*;81413;*;9;Spouse present;Other;Husband;*;Male;0;2352;65;*;<=50K
*;*;214955;*;3;Spouse not present;Technical;Not-in-family;*;Female;0;2339;45;*;<=50K
*;*;166295;*;13;Spouse not present;Technical;Not-in-family;*;Male;0;2339;55;*;<=50K
*;*;147707;*;9;Spouse not present;Other;Unmarried;*;Male;0;2339;40;*;<=50K
*;*;43554;*;3;Spouse not present;Nontechnical;Not-in-family;*;Male;0;2339;40;*;<=50K
*;*;358893;*;13;Spouse not present;Technical;Not-in-family;*;Female;0;2339;40;*;<=50K
*;*;141058;*;10;Spouse not present;Nontechnical;Not-in-family;*;Male;0;2339;50;*;<=50K
*;*;77071;*;13;Spouse not present;Technical;Own-child;*;Female;0;2339;35;*;<=50K
*;*;171328;*;9;Spouse not present;Other;Other-relative;*;Female;0;2339;40;*;<=50K
*;*;381789;*;10;Spouse not present;Nontechnical;Own-child;*;Male;0;2339;40;*;<=50K
*;*;346635;*;14;Spouse not present;Nontechnical;Unmarried;*;Female;0;2339;60;*;<=50K
*;*;162140;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;2339;40;*;<=50K
*;*;191765;*;9;Spouse not present;Other;Other-relative;*;Female;0;2339;40;*;<=50K
*;*;251905;*;15;Spouse not present;Technical;Not-in-family;*;Male;0;2339;40;*;<=50K
*;*;33310;*;15;Spouse not present;Other;Not-in-family;*;Female;0;2339;35;*;<=50K
*;*;228921;*;13;Spouse not present;Technical;Not-in-family;*;Male;0;2282;40;*;>50K
*;*;36364;*;9;Spouse present;Technical;Husband;*;Male;0;2267;40;*;<=50K
*;*;124930;*;3;Spouse present;Technical;Husband;*;Male;0;2267;40;*;<=50K
*;*;176046;*;14;Spouse present;Technical;Wife;*;Female;0;2267;40;*;<=50K
*;*;370890;*;9;Spouse not present;Other;Not-in-family;*;Male;0;2258;40;*;<=50K
*;*;157145;*;10;Spouse not present;Other;Own-child;*;Male;0;2258;10;*;<=50K
*;*;288825;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;2258;84;*;<=50K
*;*;257295;*;10;Spouse not present;Nontechnical;Other-relative;*;Male;0;2258;40;*;<=50K
*;*;287983;*;13;Spouse not present;Technical;Not-in-family;*;Female;0;2258;48;*;<=50K
*;*;101978;*;10;Spouse not present;Technical;Not-in-family;*;Male;0;2258;55;*;>50K
*;*;192779;*;12;Spouse not present;Other;Unmarried;*;Male;0;2258;38;*;>50K
*;*;135296;*;13;Spouse not present;Nontechnical;Not-in-family;*;Female;0;2258;45;*;>50K
*;*;199114;*;13;Spouse not present;Other;Not-in-family;*;Male;0;2258;40;*;<=50K
*;*;156897;*;9;Spouse not present;Technical;Own-child;*;Male;0;2258;42;*;>50K
*;*;138107;*;13;Spouse not present;Nontechnical;Not-in-family;*;Male;0;2258;40;*;>50K
*;*;279833;*;13;Spouse not present;Nontechnical;Not-in-family;*;Male;0;2258;45;*;>50K
*;*;208577;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;2258;50;*;<=50K
*;*;102942;*;13;Spouse not present;Technical;Own-child;*;Female;0;2258;40;*;>50K
*;*;36385;*;14;Spouse not present;Technical;Not-in-family;*;Male;0;2258;50;*;<=50K
*;*;176185;*;8;Spouse not present;Technical;Not-in-family;*;Male;0;2258;42;*;<=50K
*;*;162613;*;14;Spouse not present;Technical;Not-in-family;*;Female;0;2258;60;*;<=50K
*;*;121362;*;10;Spouse not present;Other;Unmarried;*;Female;0;2258;38;*;>50K
*;*;145933;*;9;Spouse not present;Nontechnical;Not-in-family;*;Male;0;2258;70;*;<=50K
*;*;29591;*;13;Spouse not present;Technical;Not-in-family;*;Male;0;2258;40;*;>50K
*;*;269417;*;16;Spouse not present;Nontechnical;Not-in-family;*;Female;0;2258;50;*;>50K
*;*;178510;*;10;Spouse not present;Nontechnical;Not-in-family;*;Male;0;2258;60;*;<=50K
*;*;41108;*;10;Spouse not present;Other;Not-in-family;*;Male;0;2258;62;*;>50K
*;*;187901;*;9;Spouse not present;Other;Not-in-family;*;Male;0;2258;44;*;>50K
*;*;175070;*;9;Spouse not present;Nontechnical;Not-in-family;*;Female;0;2258;40;*;>50K
*;*;263561;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2246;45;*;>50K
*;*;99131;*;9;Spouse present;Technical;Other-relative;*;Female;0;2246;40;*;>50K
*;*;143833;*;10;Spouse present;Nontechnical;Husband;*;Male;0;2246;40;*;>50K
*;*;124449;*;14;Spouse present;Nontechnical;Husband;*;Male;0;2246;8;*;>50K
*;*;336007;*;13;Spouse present;Technical;Husband;*;Male;0;2246;40;*;>50K
*;*;285408;*;15;Spouse present;Technical;Husband;*;Male;0;2246;28;*;>50K
*;*;327825;*;9;Spouse not present;Technical;Unmarried;*;Female;0;2238;40;*;<=50K
*;*;129460;*;6;Spouse not present;Other;Unmarried;*;Female;0;2238;35;*;<=50K
*;*;258298;*;13;Spouse not present;Other;Own-child;*;Male;0;2231;40;*;>50K
*;*;102359;*;5;Spouse not present;Nontechnical;Unmarried;*;Male;0;2231;40;*;>50K
*;*;92431;*;10;Spouse not present;Other;Not-in-family;*;Male;0;2231;40;*;>50K
*;*;51744;*;9;Spouse not present;Other;Not-in-family;*;Male;0;2206;40;*;<=50K
*;*;166149;*;9;Spouse not present;Other;Not-in-family;*;Female;0;2206;30;*;<=50K
*;*;149811;*;9;Spouse not present;Other;Unmarried;*;Female;0;2206;59;*;<=50K
*;*;118363;*;13;Spouse not present;Nontechnical;Not-in-family;*;Female;0;2206;5;*;<=50K
*;*;362165;*;13;Spouse not present;Technical;Not-in-family;*;Female;0;2206;25;*;<=50K
*;*;379066;*;10;Spouse not present;Other;Not-in-family;*;Male;0;2205;24;*;<=50K
*;*;171424;*;10;Spouse not present;Technical;Not-in-family;*;Male;0;2205;35;*;<=50K
*;*;108293;*;10;Spouse not present;Other;Own-child;*;Female;0;2205;40;*;<=50K
*;*;107801;*;12;Spouse not present;Other;Own-child;*;Female;0;2205;18;*;<=50K
*;*;126675;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;2205;40;*;<=50K
*;*;155603;*;10;Spouse not present;Other;Own-child;*;Female;0;2205;40;*;<=50K
*;*;27882;*;10;Spouse not present;Technical;Other-relative;*;Female;0;2205;40;*;<=50K
*;*;242564;*;4;Spouse not present;Nontechnical;Not-in-family;*;Male;0;2205;40;*;<=50K
*;*;23510;*;14;Spouse not present;Nontechnical;Unmarried;*;Male;0;2201;60;*;>50K
*;*;181232;*;7;Spouse present;Technical;Husband;*;Male;0;2179;40;*;<=50K
*;*;166481;*;4;Spouse present;Nontechnical;Husband;*;Male;0;2179;40;*;<=50K
*;*;139916;*;11;Spouse present;Nontechnical;Husband;*;Male;0;2179;84;*;<=50K
*;*;144594;*;4;Spouse present;Technical;Husband;*;Male;0;2179;40;*;<=50K
*;*;266707;*;2;Spouse present;Other;Husband;*;Male;0;2179;18;*;<=50K
*;*;303176;*;10;Spouse present;Nontechnical;Husband;*;Male;0;2179;40;*;<=50K
*;*;56460;*;9;Spouse present;Other;Wife;*;Female;0;2179;12;*;<=50K
*;*;167523;*;9;Spouse present;Other;Husband;*;Male;0;2179;45;*;<=50K
*;*;119004;*;9;Spouse present;Other;Wife;*;Female;0;2179;40;*;<=50K
*;*;175925;*;6;Spouse present;Nontechnical;Husband;*;Male;0;2179;52;*;<=50K
*;*;212847;*;10;Spouse present;Technical;Husband;*;Male;0;2179;40;*;<=50K
*;*;191175;*;3;Spouse present;Nontechnical;Husband;*;Male;0;2179;50;*;<=50K
*;*;170214;*;9;Spouse present;Nontechnical;Husband;*;Male;0;2179;40;*;<=50K
*;*;180714;*;10;Spouse present;Other;Husband;*;Male;0;2179;40;*;<=50K
*;*;111483;*;10;Spouse present;Nontechnical;Husband;*;Male;0;2174;10;*;>50K
*;*;282642;*;9;Spouse present;Nontechnical;Husband;*;Male;0;2174;40;*;>50K
*;*;309955;*;15;Spouse present;Technical;Husband;*;Male;0;2174;50;*;>50K
*;*;215908;*;9;Spouse present;Other;Husband;*;Male;0;2174;40;*;>50K
*;*;23494;*;10;Spouse present;Nontechnical;Husband;*;Male;0;2174;40;*;>50K
*;*;147551;*;10;Spouse present;Technical;Husband;*;Male;0;2174;50;*;>50K
*;*;116903;*;11;Spouse present;Technical;Husband;*;Male;0;2149;40;*;<=50K
*;*;119129;*;9;Spouse present;Nontechnical;Husband;*;Male;0;2149;20;*;<=50K
*;*;342384;*;7;Spouse present;Technical;Own-child;*;Male;0;2129;55;*;<=50K
*;*;68899;*;9;Spouse present;Technical;Husband;*;Male;0;2129;40;*;<=50K
*;*;207107;*;12;Spouse not present;Other;Unmarried;*;Male;0;2080;40;*;<=50K
*;*;149044;*;14;Spouse present;Technical;Husband;*;Male;0;2057;60;*;<=50K
*;*;148524;*;9;Spouse present;Other;Husband;*;Male;0;2057;40;*;<=50K
*;*;268639;*;10;Spouse present;Technical;Wife;*;Female;0;2057;60;*;<=50K
*;*;272019;*;7;Spouse present;Technical;Husband;*;Male;0;2057;40;*;<=50K
*;*;239753;*;9;Spouse present;Other;Wife;*;Female;0;2057;20;*;<=50K
*;*;199864;*;10;Spouse present;Other;Wife;*;Female;0;2057;40;*;<=50K
*;*;125831;*;9;Spouse present;Technical;Husband;*;Male;0;2051;60;*;<=50K
*;*;67728;*;10;Spouse present;Technical;Husband;*;Male;0;2051;45;*;<=50K
*;*;115717;*;10;Spouse present;Other;Husband;*;Male;0;2051;40;*;<=50K
*;*;172281;*;9;Spouse present;Other;Husband;*;Male;0;2051;50;*;<=50K
*;*;305053;*;9;Spouse present;Technical;Husband;*;Male;0;2051;40;*;<=50K
*;*;105010;*;9;Spouse present;Other;Husband;*;Male;0;2051;20;*;<=50K
*;*;291052;*;10;Spouse present;Other;Husband;*;Male;0;2051;40;*;<=50K
*;*;248919;*;9;Spouse present;Other;Husband;*;Male;0;2051;40;*;<=50K
*;*;84119;*;10;Spouse present;Technical;Husband;*;Male;0;2051;40;*;<=50K
*;*;105540;*;13;Spouse present;Technical;Husband;*;Male;0;2051;40;*;<=50K
*;*;161765;*;10;Spouse present;Nontechnical;Husband;*;Male;0;2051;57;*;<=50K
*;*;195635;*;9;Spouse present;Technical;Husband;*;Male;0;2051;38;*;<=50K
*;*;816750;*;9;Spouse present;Technical;Husband;*;Male;0;2051;40;*;<=50K
*;*;160192;*;9;Spouse present;Technical;Husband;*;Male;0;2051;44;*;<=50K
*;*;136081;*;9;Spouse present;Technical;Husband;*;Male;0;2051;40;*;<=50K
*;*;244473;*;11;Spouse present;Technical;Husband;*;Male;0;2051;40;*;<=50K
*;*;187033;*;9;Spouse present;Technical;Husband;*;Male;0;2051;40;*;<=50K
*;*;265807;*;9;Spouse present;Other;Husband;*;Male;0;2051;55;*;<=50K
*;*;154410;*;9;Spouse present;Technical;Husband;*;Male;0;2051;40;*;<=50K
*;*;314007;*;6;Spouse present;Technical;Husband;*;Male;0;2051;40;*;<=50K
*;*;179743;*;9;Spouse present;Technical;Husband;*;Male;0;2051;20;*;<=50K
*;*;117037;*;7;Spouse present;Other;Husband;*;Male;0;2042;40;*;<=50K
*;*;40135;*;10;Spouse present;Nontechnical;Husband;*;Male;0;2042;40;*;<=50K
*;*;315423;*;10;Spouse present;Nontechnical;Husband;*;Male;0;2042;50;*;<=50K
*;*;35429;*;9;Spouse present;Nontechnical;Husband;*;Male;0;2042;40;*;<=50K
*;*;120837;*;9;Spouse present;Technical;Husband;*;Male;0;2042;48;*;<=50K
*;*;90614;*;12;Spouse present;Technical;Husband;*;Male;0;2042;10;*;<=50K
*;*;202878;*;4;Spouse present;Other;Husband;*;Male;0;2042;40;*;<=50K
*;*;260954;*;7;Spouse present;Technical;Husband;*;Male;0;2042;30;*;<=50K
*;*;127084;*;9;Spouse present;Other;Husband;*;Male;0;2042;34;*;<=50K
*;*;107231;*;9;Spouse present;Technical;Husband;*;Male;0;2002;40;*;<=50K
*;*;135102;*;9;Spouse present;Other;Husband;*;Male;0;2002;45;*;<=50K
*;*;201822;*;4;Spouse present;Nontechnical;Husband;*;Male;0;2002;40;*;<=50K
*;*;413363;*;7;Spouse present;Other;Husband;*;Male;0;2002;40;*;<=50K
*;*;148138;*;13;Spouse present;Technical;Husband;*;Male;0;2002;40;*;<=50K
*;*;170721;*;9;Spouse present;Technical;Husband;*;Male;0;2002;40;*;<=50K
*;*;102858;*;12;Spouse present;Technical;Husband;*;Male;0;2002;42;*;<=50K
*;*;175262;*;12;Spouse present;Other;Husband;*;Male;0;2002;40;*;<=50K
*;*;36936;*;11;Spouse present;Technical;Husband;*;Male;0;2002;40;*;<=50K
*;*;169982;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2002;50;*;<=50K
*;*;208407;*;13;Spouse present;Technical;Husband;*;Male;0;2002;30;*;<=50K
*;*;41090;*;9;Spouse present;Technical;Husband;*;Male;0;2002;60;*;<=50K
*;*;183739;*;9;Spouse present;Technical;Own-child;*;Female;0;2002;40;*;<=50K
*;*;357540;*;13;Spouse present;Nontechnical;Husband;*;Male;0;2002;55;*;<=50K
*;*;48520;*;12;Spouse present;Technical;Husband;*;Male;0;2002;40;*;<=50K
*;*;107916;*;9;Spouse present;Other;Husband;*;Male;0;2002;40;*;<=50K
*;*;198613;*;9;Spouse present;Nontechnical;Husband;*;Male;0;2002;40;*;<=50K
*;*;283743;*;9;Spouse present;Other;Husband;*;Male;0;2002;40;*;<=50K
*;*;210940;*;9;Spouse present;Nontechnical;Husband;*;Male;0;2002;45;*;<=50K
*;*;355978;*;16;Spouse present;Other;Husband;*;Male;0;2002;45;*;<=50K
*;*;57651;*;9;Spouse not present;Other;Unmarried;*;Male;0;2001;42;*;<=50K
*;*;315877;*;9;Spouse not present;Other;Unmarried;*;Male;0;2001;40;*;<=50K
*;*;74680;*;14;Spouse not present;Other;Not-in-family;*;Male;0;2001;60;*;<=50K
*;*;454508;*;7;Spouse not present;Technical;Not-in-family;*;Male;0;2001;40;*;<=50K
*;*;202046;*;13;Spouse not present;Nontechnical;Not-in-family;*;Male;0;2001;40;*;<=50K
*;*;121102;*;12;Spouse not present;Technical;Not-in-family;*;Female;0;2001;30;*;<=50K
*;*;146879;*;9;Spouse not present;Other;Not-in-family;*;Male;0;2001;40;*;<=50K
*;*;213955;*;9;Spouse not present;Other;Own-child;*;Male;0;2001;40;*;<=50K
*;*;277783;*;10;Spouse not present;Technical;Not-in-family;*;Male;0;2001;50;*;<=50K
*;*;199741;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;2001;35;*;<=50K
*;*;378322;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;2001;50;*;<=50K
*;*;264390;*;10;Spouse not present;Other;Own-child;*;Female;0;2001;40;*;<=50K
*;*;210029;*;9;Spouse not present;Other;Not-in-family;*;Female;0;2001;37;*;<=50K
*;*;61885;*;13;Spouse not present;Other;Not-in-family;*;Male;0;2001;65;*;<=50K
*;*;102942;*;10;Spouse not present;Other;Not-in-family;*;Female;0;2001;40;*;<=50K
*;*;209297;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;2001;40;*;<=50K
*;*;198459;*;9;Spouse not present;Other;Own-child;*;Male;0;2001;40;*;<=50K
*;*;93476;*;9;Spouse not present;Other;Not-in-family;*;Female;0;2001;40;*;<=50K
*;*;174789;*;13;Spouse not present;Other;Not-in-family;*;Male;0;2001;40;*;<=50K
*;*;189759;*;9;Spouse not present;Other;Not-in-family;*;Male;0;2001;40;*;<=50K
*;*;297847;*;9;Spouse not present;Other;Not-in-family;*;Female;0;2001;40;*;<=50K
*;*;124953;*;9;Spouse not present;Other;Not-in-family;*;Male;0;1980;40;*;<=50K
*;*;116358;*;10;Spouse not present;Technical;Own-child;*;Male;0;1980;40;*;<=50K
*;*;187119;*;13;Spouse not present;Nontechnical;Not-in-family;*;Female;0;1980;65;*;<=50K
*;*;161745;*;13;Spouse not present;Nontechnical;Not-in-family;*;Male;0;1980;60;*;<=50K
*;*;469705;*;9;Spouse not present;Technical;Not-in-family;*;Male;0;1980;40;*;<=50K
*;*;304960;*;12;Spouse not present;Other;Not-in-family;*;Female;0;1980;40;*;<=50K
