TYPE,NUM,INFORMATIONLOSS
count_filter_workclass_eq_private_adult_flash_20_0_CombinedWorkAgeSalary,0,1.0
count_filter_workclass_eq_private_adult_flash_20_4,0,1.0
count_filter_workclass_eq_private_adult_flash_20_4_Age,0,1.0
count_filter_workclass_eq_private_adult_flash_20_4_Workclass,21928,0.01606389661671004
count_filter_workclass_eq_private_adult_flash_20_4_SalaryClass,0,1.0
count_filter_workclass_eq_private_adult_flash_20_4_CombinedWorkAgeSalary,0,1.0
count_filter_workclass_eq_private_adult_flash_20_8,0,1.0
count_filter_workclass_eq_private_adult_flash_20_8_Age,0,1.0
count_filter_workclass_eq_private_adult_flash_20_8_Workclass,21342,0.04235843130216277
count_filter_workclass_eq_private_adult_flash_20_8_SalaryClass,0,1.0
count_filter_workclass_eq_private_adult_flash_20_8_CombinedWorkAgeSalary,0,1.0
count_filter_workclass_eq_private_adult_flash_20_12,0,1.0
count_filter_workclass_eq_private_adult_flash_20_12_Age,0,1.0
count_filter_workclass_eq_private_adult_flash_20_12_Workclass,20917,0.061428699632055994
count_filter_workclass_eq_private_adult_flash_20_12_SalaryClass,0,1.0
count_filter_workclass_eq_private_adult_flash_20_12_CombinedWorkAgeSalary,0,1.0
count_filter_workclass_eq_private_adult_flash_20_16,0,1.0
count_filter_workclass_eq_private_adult_flash_20_16_Age,0,1.0
count_filter_workclass_eq_private_adult_flash_20_16_Workclass,20917,0.061428699632055994
count_filter_workclass_eq_private_adult_flash_20_16_SalaryClass,0,1.0
count_filter_workclass_eq_private_adult_flash_20_16_CombinedWorkAgeSalary,22071,0.009647312213945991
count_filter_workclass_eq_private_adult_flash_20_20,0,1.0
count_filter_workclass_eq_private_adult_flash_20_20_Age,0,1.0
count_filter_workclass_eq_private_adult_flash_20_20_Workclass,20917,0.061428699632055994
count_filter_workclass_eq_private_adult_flash_20_20_SalaryClass,0,1.0
count_filter_workclass_eq_private_adult_flash_20_20_CombinedWorkAgeSalary,21034,0.05617876693888535
